Date,Price,Open,High,Low,Vol.,Change %
2016-01-21,"1,097.70","1,101.70","1,103.80","1,092.30",0.65K,-0.72%
2016-01-20,"1,105.70","1,087.50","1,109.10","1,087.50",0.87K,1.53%
2016-01-19,"1,089.00","1,089.70","1,093.40","1,082.00",0.25K,-0.01%
2016-01-18,"1,089.10","1,089.30","1,094.50","1,082.10",160.11K,-0.15%
2016-01-15,"1,090.70","1,077.20","1,096.90","1,077.10",0.39K,1.59%
2016-01-14,"1,073.60","1,093.50","1,093.50","1,071.30",0.33K,-1.25%
2016-01-13,"1,087.20","1,087.30","1,095.00","1,080.50",0.09K,0.18%
2016-01-12,"1,085.30","1,094.00","1,097.10","1,083.60",0.21K,-1.00%
2016-01-11,"1,096.30","1,106.00","1,107.30","1,094.40",0.16K,-0.16%
2016-01-08,"1,098.10","1,108.70","1,109.70","1,093.00",0.31K,-0.90%
2016-01-06,"1,108.10","1,092.70","1,109.60","1,091.40",0.27K,1.46%
2016-01-06,"1,092.20","1,077.40","1,094.70","1,077.40",0.14K,1.25%
2016-01-05,"1,078.70","1,076.60","1,081.60","1,076.20",0.09K,0.30%
2016-01-04,"1,075.50","1,062.50","1,082.30","1,062.50",0.10K,1.41%
2015-12-31,"1,060.50","1,062.30","1,062.30","1,059.00",0.04K,0.04%
2015-12-30,"1,060.10","1,060.10","1,060.10","1,060.10",98.71K,-0.74%
2015-12-29,"1,068.00","1,068.30","1,074.60","1,066.70",87.64K,-0.03%
2015-12-28,"1,068.30","1,075.20","1,076.50","1,065.70",70.86K,-0.71%
2015-12-24,"1,075.90","1,069.60","1,076.60","1,069.50",49.69K,0.71%
2015-12-23,"1,068.30","1,072.00","1,074.90","1,067.60",69.36K,-0.54%
2015-12-22,"1,074.10","1,078.00","1,080.30","1,071.20",80.66K,-0.60%
2015-12-21,"1,080.60","1,065.20","1,081.40","1,063.10",122.22K,1.46%
2015-12-18,"1,065.00","1,051.50","1,071.00","1,050.00",122.22K,1.47%
2015-12-16,"1,049.60","1,072.20","1,072.70","1,046.80",168.67K,-2.53%
2015-12-16,"1,076.80","1,060.30","1,077.90","1,060.20",143.15K,1.43%
2015-12-15,"1,061.60","1,059.80","1,067.90","1,057.40",115.32K,-0.17%
2015-12-14,"1,063.40","1,073.00","1,077.30","1,058.10",121.86K,-1.14%
2015-12-11,"1,075.70","1,071.40","1,079.10","1,061.70",152.62K,0.35%
2015-12-10,"1,072.00","1,071.70","1,076.00","1,068.80",99.73K,-0.42%
2015-12-09,"1,076.50","1,074.30","1,085.00","1,068.70",140.71K,0.11%
2015-12-08,"1,075.30","1,069.70","1,078.40","1,066.80",128.22K,0.01%
2015-12-06,"1,075.20","1,085.50","1,086.10","1,065.00",109.37K,-0.82%
2015-12-04,"1,084.10","1,062.00","1,088.30","1,057.20",208.90K,2.16%
2015-12-03,"1,061.20","1,053.50","1,064.50","1,045.40",173.77K,0.70%
2015-12-02,"1,053.80","1,067.90","1,071.00","1,049.40",124.02K,-0.91%
2015-12-01,"1,063.50","1,064.60","1,074.00","1,062.60",121.57K,-0.17%
2015-11-30,"1,065.30","1,056.00","1,069.10","1,052.20",113.17K,0.86%
2015-11-26,"1,056.20","1,070.60","1,073.90","1,051.60",187.11K,0.00%
2015-11-26,"1,056.20","1,070.60","1,073.90","1,051.60",187.11K,-1.27%
2015-11-25,"1,069.80","1,074.70","1,079.50","1,067.50",0.39K,-0.33%
2015-11-24,"1,073.30","1,069.90","1,080.00","1,069.60",0.60K,0.62%
2015-11-23,"1,066.70","1,075.00","1,075.00","1,065.00",0.47K,-0.89%
2015-11-20,"1,076.30","1,081.70","1,087.30","1,075.10",0.26K,-0.16%
2015-11-19,"1,078.00","1,073.10","1,085.00","1,070.30",0.14K,0.86%
2015-11-18,"1,068.80","1,069.20","1,071.00","1,066.10",0.14K,0.01%
2015-11-16,"1,068.70","1,083.30","1,083.30","1,065.70",0.11K,-1.39%
2015-11-16,"1,083.80","1,087.60","1,096.50","1,082.10",0.09K,0.24%
2015-11-13,"1,081.20","1,084.00","1,084.20","1,080.70",0.07K,-0.01%
2015-11-12,"1,081.30","1,086.80","1,088.50","1,074.60",0.11K,-0.36%
2015-11-11,"1,085.20","1,092.50","1,092.50","1,084.00",0.16K,-0.34%
2015-11-10,"1,088.90","1,090.50","1,093.20","1,086.40",0.05K,0.04%
2015-11-09,"1,088.50","1,089.00","1,093.30","1,089.00",0.06K,0.04%
2015-11-06,"1,088.10","1,107.70","1,108.40","1,085.00",0.04K,-1.49%
2015-11-05,"1,104.60","1,109.90","1,111.10","1,103.10",0.05K,-0.18%
2015-11-04,"1,106.60","1,121.00","1,121.00","1,106.70",0.04K,-0.71%
2015-11-03,"1,114.50","1,135.50","1,135.50","1,114.40",0.08K,-1.92%
2015-11-02,"1,136.30","1,141.10","1,141.10","1,133.80",0.01K,-0.48%
2015-10-30,"1,141.80","1,142.40","1,142.40","1,139.30",0.01K,-0.51%
2015-10-29,"1,147.70","1,147.70","1,147.70","1,147.70",155.61K,-2.41%
2015-10-28,"1,176.10","1,166.70","1,183.10","1,152.10",187.31K,0.88%
2015-10-26,"1,165.80","1,163.00","1,168.80","1,160.50",91.66K,-0.03%
2015-10-26,"1,166.20","1,163.80","1,169.60","1,162.00",84.87K,0.29%
2015-10-23,"1,162.80","1,165.90","1,179.40","1,158.60",150.80K,-0.28%
2015-10-22,"1,166.10","1,166.80","1,171.80","1,161.40",117.32K,-0.09%
2015-10-21,"1,167.10","1,175.50","1,179.30","1,163.20",122.07K,-0.88%
2015-10-20,"1,177.50","1,170.60","1,181.40","1,167.20",124.73K,0.40%
2015-10-19,"1,172.80","1,176.90","1,178.20","1,168.30",108.77K,-0.87%
2015-10-16,"1,183.10","1,182.50","1,184.80","1,174.30",108.91K,-0.37%
2015-10-15,"1,187.50","1,184.00","1,191.70","1,173.90",192.31K,0.65%
2015-10-14,"1,179.80","1,168.20","1,189.90","1,162.50",199.97K,1.24%
2015-10-13,"1,165.40","1,162.80","1,168.60","1,151.30",139.53K,0.08%
2015-10-12,"1,164.50","1,155.00","1,168.60","1,154.30",111.80K,0.74%
2015-10-09,"1,155.90","1,138.10","1,159.30","1,138.00",134.87K,1.01%
2015-10-08,"1,144.30","1,145.00","1,150.90","1,135.90",121.19K,-0.38%
2015-10-06,"1,148.70","1,146.50","1,153.60","1,141.30",113.15K,0.20%
2015-10-06,"1,146.40","1,134.70","1,151.00","1,134.50",128.18K,0.77%
2015-10-05,"1,137.60","1,137.00","1,141.60","1,129.60",119.48K,0.09%
2015-10-02,"1,136.60","1,112.50","1,140.90","1,103.80",190.00K,2.06%
2015-10-01,"1,113.70","1,114.50","1,118.50","1,110.30",83.39K,-0.13%
2015-09-30,"1,115.20","1,127.20","1,127.70","1,110.80",156.47K,-1.03%
2015-09-29,"1,126.80","1,131.40","1,134.30","1,123.50",105.55K,-0.43%
2015-09-28,"1,131.70","1,146.90","1,146.90","1,127.50",0.21K,-1.21%
2015-09-25,"1,145.60","1,149.70","1,149.70","1,141.60",0.21K,-0.73%
2015-09-24,"1,154.00","1,130.20","1,154.90","1,130.20",0.20K,1.98%
2015-09-23,"1,131.60","1,124.60","1,132.50","1,121.70",0.06K,0.60%
2015-09-22,"1,124.90","1,132.50","1,135.00","1,121.00",0.11K,-0.71%
2015-09-21,"1,133.00","1,138.30","1,139.20","1,131.30",0.06K,-0.44%
2015-09-18,"1,138.00","1,130.50","1,139.50","1,128.60",0.03K,1.87%
2015-09-16,"1,117.10","1,120.80","1,131.80","1,116.30",0.03K,-0.17%
2015-09-16,"1,119.00","1,105.10","1,121.90","1,105.10",0.01K,1.49%
2015-09-15,"1,102.60","1,106.90","1,107.50","1,102.50",0.03K,-0.45%
2015-09-14,"1,107.60","1,107.40","1,108.10","1,104.00",0.02K,0.39%
2015-09-11,"1,103.30","1,111.10","1,111.10","1,104.00",0.01K,-0.54%
2015-09-10,"1,109.30","1,109.40","1,111.60","1,109.40",0.01K,0.66%
2015-09-09,"1,102.00","1,116.70","1,116.70","1,103.90",0.03K,-1.68%
2015-09-08,"1,120.80","1,117.50","1,124.50","1,117.50",0.02K,-0.02%
2015-09-06,"1,121.00","1,123.00","1,126.00","1,114.70",142.51K,-0.01%
2015-09-04,"1,121.10","1,125.00","1,126.70","1,117.50",0.03K,-0.28%
2015-09-03,"1,124.20","1,127.90","1,127.90","1,126.60",0.01K,-0.80%
2015-09-02,"1,133.30","1,134.60","1,134.60","1,131.70",0.01K,-0.54%
2015-09-01,"1,139.50","1,139.80","1,141.00","1,139.80",0.01K,0.64%
2015-08-31,"1,132.20","1,127.70","1,130.20","1,127.30",0.02K,-0.13%
2015-08-28,"1,133.70","1,133.70","1,133.70","1,133.70",152.11K,1.02%
2015-08-26,"1,122.20","1,124.20","1,128.00","1,116.90",8.49K,-0.18%
2015-08-26,"1,124.20","1,139.60","1,145.60","1,116.60",13.24K,-1.20%
2015-08-25,"1,137.90","1,154.80","1,155.50","1,133.90",10.82K,-1.32%
2015-08-24,"1,153.10","1,159.20","1,169.10","1,145.00",7.56K,-0.53%
2015-08-21,"1,159.20","1,152.90","1,167.00","1,148.10",6.83K,0.56%
2015-08-20,"1,152.80","1,132.60","1,153.20","1,131.70",12.27K,2.23%
2015-08-19,"1,127.60","1,116.70","1,133.80","1,115.50",10.72K,0.99%
2015-08-18,"1,116.60","1,116.70","1,120.20","1,108.40",3.98K,-0.13%
2015-08-16,"1,118.10","1,113.20","1,121.80","1,112.80",3.41K,0.51%
2015-08-14,"1,112.40","1,114.90","1,120.00","1,110.90",3.74K,-0.26%
2015-08-13,"1,115.30","1,125.00","1,126.00","1,112.90",4.41K,-0.71%
2015-08-12,"1,123.30","1,108.00","1,125.30","1,101.00",7.03K,1.43%
2015-08-11,"1,107.50","1,103.60","1,118.50","1,093.20",6.01K,0.34%
2015-08-10,"1,103.80","1,092.80","1,108.20","1,088.80",5.73K,0.91%
2015-08-06,"1,093.80","1,089.00","1,098.70","1,081.10",6.21K,0.37%
2015-08-06,"1,089.80","1,084.00","1,093.10","1,082.90",3.01K,0.41%
2015-08-05,"1,085.30","1,086.90","1,091.30","1,081.70",6.02K,-0.46%
2015-08-04,"1,090.30","1,085.10","1,093.80","1,079.80",3.54K,0.12%
2015-08-03,"1,089.00","1,094.50","1,097.00","1,084.80",4.49K,-0.52%
2015-07-31,"1,094.70","1,087.80","1,102.50","1,079.10",7.93K,0.58%
2015-07-30,"1,088.40","1,095.20","1,097.30","1,081.30",8.99K,-0.40%
2015-07-29,"1,092.80","1,094.70","1,101.00","1,089.10",1.30K,-0.32%
2015-07-28,"1,096.30","1,094.40","1,097.50","1,090.90",0.95K,-0.03%
2015-07-26,"1,096.60","1,099.70","1,104.20","1,088.00",0.83K,1.00%
2015-07-24,"1,085.70","1,089.70","1,101.00","1,073.00",1.49K,-0.78%
2015-07-23,"1,094.20","1,093.60","1,105.00","1,086.40",0.86K,0.23%
2015-07-22,"1,091.70","1,100.30","1,102.00","1,086.60",0.47K,-1.09%
2015-07-21,"1,103.70","1,097.70","1,108.00","1,096.80",0.62K,-0.31%
2015-07-20,"1,107.10","1,131.30","1,131.40","1,088.80",0.98K,-2.22%
2015-07-16,"1,132.20","1,144.20","1,144.20","1,130.20",0.63K,-1.06%
2015-07-16,"1,144.30","1,148.20","1,148.20","1,141.70",0.28K,-0.31%
2015-07-15,"1,147.90","1,155.80","1,155.80","1,143.90",0.30K,-0.53%
2015-07-14,"1,154.00","1,155.20","1,159.50","1,153.00",0.10K,-0.16%
2015-07-13,"1,155.90","1,161.80","1,163.40","1,151.00",0.33K,-0.22%
2015-07-10,"1,158.40","1,159.50","1,165.00","1,158.10",0.19K,-0.11%
2015-07-09,"1,159.70","1,157.80","1,167.40","1,157.50",0.30K,-0.37%
2015-07-08,"1,164.00","1,154.80","1,163.20","1,146.60",0.38K,0.95%
2015-07-06,"1,153.10","1,169.00","1,169.00","1,151.00",0.13K,-1.76%
2015-07-06,"1,173.70","1,164.50","1,174.10","1,162.50",0.08K,0.04%
2015-07-03,"1,173.20","1,173.20","1,174.40","1,161.90",141.90K,0.78%
2015-07-02,"1,164.10","1,163.00","1,167.60","1,157.20",0.03K,-0.50%
2015-07-01,"1,169.90","1,171.90","1,173.00","1,168.00",0.01K,-0.20%
2015-06-30,"1,172.30","1,177.50","1,177.90","1,169.80",0.03K,-0.61%
2015-06-29,"1,179.50","1,179.50","1,179.50","1,179.50",145.71K,0.54%
2015-06-26,"1,173.20","1,172.50","1,178.00","1,167.10",107.92K,0.12%
2015-06-25,"1,171.80","1,174.10","1,177.30","1,170.50",88.85K,-0.09%
2015-06-24,"1,172.90","1,177.60","1,179.70","1,168.10",118.45K,-0.31%
2015-06-23,"1,176.60","1,185.30","1,187.70","1,175.60",122.25K,-0.63%
2015-06-22,"1,184.10","1,199.70","1,200.80","1,181.60",127.15K,-1.48%
2015-06-19,"1,201.90","1,201.80","1,204.00","1,198.00",86.06K,-0.01%
2015-06-18,"1,202.00","1,184.20","1,205.70","1,183.10",190.69K,2.14%
2015-06-16,"1,176.80","1,181.10","1,188.80","1,173.90",101.55K,-0.35%
2015-06-16,"1,180.90","1,185.30","1,187.40","1,175.40",100.20K,-0.41%
2015-06-15,"1,185.80","1,180.00","1,190.20","1,171.90",129.83K,0.56%
2015-06-12,"1,179.20","1,180.80","1,183.70","1,175.60",86.35K,-0.10%
2015-06-11,"1,180.40","1,185.70","1,187.40","1,174.80",114.93K,-0.52%
2015-06-10,"1,186.60","1,175.80","1,191.80","1,174.30",124.68K,0.76%
2015-06-09,"1,177.60","1,173.20","1,182.30","1,171.80",91.63K,0.34%
2015-06-08,"1,173.60","1,170.80","1,177.10","1,168.50",107.09K,0.47%
2015-06-05,"1,168.10","1,176.50","1,178.00","1,162.10",150.68K,-0.60%
2015-06-04,"1,175.20","1,185.80","1,186.60","1,172.40",155.46K,-0.82%
2015-06-03,"1,184.90","1,193.80","1,195.60","1,179.10",124.18K,-0.80%
2015-06-02,"1,194.40","1,189.50","1,196.40","1,185.80",111.47K,0.48%
2015-06-01,"1,188.70","1,189.80","1,204.70","1,184.00",171.25K,-0.09%
2015-05-29,"1,189.80","1,188.10","1,194.40","1,186.00",102.17K,0.08%
2015-05-28,"1,188.80","1,188.00","1,192.80","1,180.20",150.00K,0.24%
2015-05-26,"1,186.00","1,187.60","1,190.00","1,184.00",0.76K,-0.11%
2015-05-26,"1,187.30","1,205.70","1,208.50","1,185.40",0.43K,0.03%
2015-05-25,"1,186.90","1,205.20","1,208.20","1,184.80",244.62K,-1.45%
2015-05-22,"1,204.40","1,206.60","1,214.00","1,202.00",0.71K,-0.02%
2015-05-21,"1,204.60","1,210.00","1,210.90","1,202.00",0.16K,-0.38%
2015-05-20,"1,209.20","1,209.50","1,213.00","1,207.50",0.15K,0.17%
2015-05-19,"1,207.20","1,224.00","1,224.00","1,206.00",0.26K,-1.70%
2015-05-18,"1,228.10","1,224.00","1,232.30","1,222.30",0.14K,0.19%
2015-05-15,"1,225.80","1,219.40","1,226.00","1,212.50",0.07K,0.01%
2015-05-14,"1,225.70","1,213.50","1,226.80","1,212.80",0.14K,0.57%
2015-05-13,"1,218.70","1,192.70","1,218.00","1,191.50",0.07K,2.16%
2015-05-12,"1,192.90","1,183.10","1,194.50","1,181.40",0.04K,0.79%
2015-05-11,"1,183.50","1,189.30","1,191.10","1,180.10",0.05K,-0.50%
2015-05-08,"1,189.40","1,183.00","1,191.00","1,182.00",0.03K,0.57%
2015-05-06,"1,182.70","1,190.70","1,190.70","1,181.00",0.02K,-0.68%
2015-05-06,"1,190.80","1,195.80","1,195.80","1,190.00",0.02K,-0.24%
2015-05-05,"1,193.70","1,190.00","1,197.80","1,190.00",0.02K,0.54%
2015-05-04,"1,187.30","1,178.10","1,192.50","1,177.50",0.04K,1.05%
2015-05-01,"1,175.00","1,175.50","1,175.50","1,171.20",0.01K,-0.67%
2015-04-30,"1,182.90","1,205.10","1,205.50","1,180.00",0.05K,-2.28%
2015-04-29,"1,210.50","1,210.50","1,210.50","1,210.50",141.08K,-0.28%
2015-04-28,"1,213.90","1,201.60","1,214.90","1,198.60",157.58K,0.89%
2015-04-26,"1,203.20","1,179.30","1,206.70","1,177.60",207.20K,2.40%
2015-04-24,"1,175.00","1,193.00","1,195.40","1,174.10",156.38K,-1.62%
2015-04-23,"1,194.30","1,186.90","1,197.40","1,183.60",118.11K,0.62%
2015-04-22,"1,186.90","1,202.20","1,204.40","1,185.00",152.18K,-1.35%
2015-04-21,"1,203.10","1,195.80","1,203.70","1,192.50",104.71K,0.79%
2015-04-20,"1,193.70","1,204.40","1,209.00","1,190.80",137.02K,-0.78%
2015-04-16,"1,203.10","1,198.60","1,207.80","1,197.00",111.55K,0.43%
2015-04-16,"1,198.00","1,201.80","1,208.80","1,194.30",157.42K,-0.27%
2015-04-15,"1,201.30","1,192.20","1,204.40","1,188.30",129.20K,0.73%
2015-04-14,"1,192.60","1,198.80","1,201.30","1,183.50",161.06K,-0.56%
2015-04-13,"1,199.30","1,207.20","1,209.30","1,196.10",109.55K,-0.44%
2015-04-10,"1,204.60","1,193.80","1,210.60","1,192.90",124.84K,0.92%
2015-04-09,"1,193.60","1,202.60","1,203.30","1,192.40",110.16K,-0.79%
2015-04-08,"1,203.10","1,208.70","1,212.50","1,197.40",116.32K,-0.62%
2015-04-06,"1,210.60","1,214.70","1,215.90","1,207.50",85.86K,-0.66%
2015-04-06,"1,218.60","1,212.60","1,224.50","1,212.60",106.01K,1.47%
2015-04-03,"1,200.90","1,200.90","1,200.90","1,200.90",,0.00%
2015-04-02,"1,200.90","1,204.30","1,207.40","1,194.80",115.65K,-0.60%
2015-04-01,"1,208.20","1,183.20","1,208.70","1,180.50",151.14K,2.11%
2015-03-31,"1,183.20","1,185.50","1,190.60","1,178.20",114.97K,-0.18%
2015-03-30,"1,185.30","1,198.60","1,199.60","1,182.20",131.45K,-1.25%
2015-03-26,"1,200.30","1,203.40","1,205.00","1,192.50",1.42K,-0.41%
2015-03-26,"1,205.30","1,195.80","1,219.70","1,194.50",1.01K,0.65%
2015-03-25,"1,197.50","1,191.80","1,199.50","1,188.00",0.39K,0.49%
2015-03-24,"1,191.70","1,186.00","1,194.30","1,185.40",0.38K,0.31%
2015-03-23,"1,188.00","1,183.90","1,191.10","1,179.20",0.16K,0.25%
2015-03-20,"1,185.00","1,171.50","1,186.70","1,168.90",0.26K,1.33%
2015-03-19,"1,169.40","1,167.80","1,174.90","1,159.00",0.19K,1.54%
2015-03-18,"1,151.70","1,148.70","1,173.60","1,145.70",0.28K,0.27%
2015-03-16,"1,148.60","1,154.50","1,156.90","1,142.50",0.09K,-0.43%
2015-03-16,"1,153.60","1,157.00","1,163.50","1,150.00",0.12K,0.07%
2015-03-13,"1,152.80","1,153.70","1,160.00","1,152.50",0.12K,0.03%
2015-03-12,"1,152.40","1,154.70","1,163.60","1,148.50",0.10K,0.11%
2015-03-11,"1,151.10","1,161.50","1,161.50","1,147.10",0.06K,-0.82%
2015-03-10,"1,160.60","1,166.50","1,168.50","1,155.20",0.37K,-0.55%
2015-03-09,"1,167.00","1,170.00","1,174.50","1,169.30",0.05K,0.19%
2015-03-06,"1,164.80","1,199.60","1,199.60","1,167.00",0.05K,-2.67%
2015-03-05,"1,196.70","1,204.30","1,207.00","1,197.00",0.02K,-0.39%
2015-03-04,"1,201.40","1,205.40","1,205.90","1,200.70",0.01K,-0.29%
2015-03-03,"1,204.90","1,208.10","1,210.30","1,199.40",0.02K,-0.31%
2015-03-02,"1,208.70","1,219.00","1,219.00","1,212.10",0.01K,-0.40%
2015-02-26,"1,213.50","1,213.70","1,215.90","1,205.30",0.01K,0.25%
2015-02-26,"1,210.50","1,210.50","1,210.50","1,210.50",137.28K,0.75%
2015-02-25,"1,201.50","1,200.80","1,211.70","1,200.70",106.08K,0.35%
2015-02-24,"1,197.30","1,201.90","1,204.40","1,190.00",116.61K,-0.29%
2015-02-23,"1,200.80","1,203.50","1,210.30","1,190.60",115.22K,-0.34%
2015-02-20,"1,204.90","1,208.00","1,215.30","1,197.70",109.25K,-0.22%
2015-02-19,"1,207.60","1,212.50","1,222.90","1,205.20",115.72K,0.62%
2015-02-18,"1,200.20","1,209.30","1,213.40","1,197.20",121.13K,-0.70%
2015-02-16,"1,208.60","1,227.50","1,236.70","1,203.30",181.84K,0.00%
2015-02-16,"1,208.60","1,227.50","1,236.70","1,203.30",181.84K,-1.51%
2015-02-13,"1,227.10","1,223.00","1,234.90","1,222.50",96.37K,0.52%
2015-02-12,"1,220.70","1,218.30","1,232.80","1,218.00",109.41K,0.09%
2015-02-11,"1,219.60","1,234.10","1,238.70","1,216.50",116.28K,-1.02%
2015-02-10,"1,232.20","1,238.30","1,245.90","1,230.60",97.14K,-0.75%
2015-02-09,"1,241.50","1,235.90","1,243.60","1,234.40",92.65K,0.56%
2015-02-06,"1,234.60","1,266.40","1,269.00","1,228.20",205.10K,-2.23%
2015-02-05,"1,262.70","1,270.40","1,274.60","1,256.10",113.83K,-0.14%
2015-02-04,"1,264.50","1,261.50","1,273.30","1,256.90",136.18K,0.33%
2015-02-03,"1,260.30","1,275.60","1,286.50","1,255.80",181.99K,-1.30%
2015-02-02,"1,276.90","1,283.00","1,283.90","1,266.50",119.88K,-0.18%
2015-01-30,"1,279.20","1,259.00","1,285.40","1,257.50",163.88K,1.86%
2015-01-29,"1,255.90","1,284.00","1,286.60","1,252.10",243.65K,-2.39%
2015-01-28,"1,286.60","1,292.50","1,293.90","1,280.00",0.90K,-0.44%
2015-01-26,"1,292.30","1,281.40","1,297.80","1,273.40",0.99K,0.97%
2015-01-26,"1,279.90","1,295.70","1,299.70","1,276.40",1.33K,-1.03%
2015-01-23,"1,293.20","1,301.70","1,302.20","1,285.80",0.73K,-0.62%
2015-01-22,"1,301.30","1,291.40","1,307.10","1,280.00",0.92K,0.54%
2015-01-21,"1,294.30","1,293.60","1,307.40","1,285.80",0.54K,-0.03%
2015-01-20,"1,294.70","1,280.10","1,297.00","1,273.80",0.37K,0.04%
2015-01-19,"1,294.20","1,280.70","1,297.20","1,272.10",249.78K,1.32%
2015-01-16,"1,277.40","1,263.60","1,281.90","1,255.90",0.53K,0.96%
2015-01-15,"1,265.20","1,230.80","1,266.60","1,227.50",0.49K,2.45%
2015-01-14,"1,234.90","1,232.30","1,244.60","1,226.60",0.32K,0.01%
2015-01-13,"1,234.80","1,232.70","1,243.40","1,228.40",0.56K,0.13%
2015-01-12,"1,233.20","1,225.30","1,235.80","1,218.90",0.13K,1.37%
2015-01-09,"1,216.50","1,208.80","1,223.70","1,208.30",0.11K,0.64%
2015-01-08,"1,208.80","1,213.80","1,216.40","1,206.90",0.13K,-0.18%
2015-01-06,"1,211.00","1,217.50","1,217.50","1,210.00",0.07K,-0.71%
2015-01-06,"1,219.70","1,206.10","1,222.00","1,206.00",0.13K,1.27%
2015-01-05,"1,204.40","1,196.40","1,205.20","1,189.10",0.22K,1.50%
2015-01-02,"1,186.60","1,187.20","1,193.30","1,171.60",0.03K,0.18%
2014-12-31,"1,184.50","1,199.10","1,199.60","1,199.00",0.01K,-1.36%
2014-12-30,"1,200.80","1,200.80","1,200.80","1,200.80",141.72K,1.60%
2014-12-29,"1,181.90","1,194.90","1,197.50","1,178.60",85.91K,-1.12%
2014-12-26,"1,195.30","1,175.20","1,199.10","1,175.20",67.18K,1.86%
2014-12-24,"1,173.50","1,176.80","1,181.20","1,172.70",43.63K,-0.38%
2014-12-23,"1,178.00","1,176.10","1,184.90","1,172.40",105.53K,-0.15%
2014-12-22,"1,179.80","1,196.00","1,203.60","1,170.70",132.15K,-1.35%
2014-12-19,"1,196.00","1,198.00","1,201.50","1,193.20",73.33K,0.10%
2014-12-18,"1,194.80","1,189.40","1,213.90","1,188.50",137.34K,0.03%
2014-12-16,"1,194.50","1,195.30","1,203.10","1,182.00",169.51K,0.02%
2014-12-16,"1,194.30","1,195.40","1,223.90","1,187.80",231.51K,-1.11%
2014-12-15,"1,207.70","1,222.00","1,225.00","1,191.30",152.38K,-1.21%
2014-12-12,"1,222.50","1,227.90","1,228.90","1,214.80",121.18K,-0.25%
2014-12-11,"1,225.60","1,226.20","1,233.40","1,216.40",143.67K,-0.31%
2014-12-10,"1,229.40","1,231.20","1,238.90","1,225.20",143.32K,-0.21%
2014-12-09,"1,232.00","1,203.80","1,239.00","1,199.50",241.26K,3.10%
2014-12-08,"1,194.90","1,191.20","1,209.30","1,187.30",107.51K,0.38%
2014-12-05,"1,190.40","1,205.90","1,208.50","1,186.40",157.20K,-1.43%
2014-12-04,"1,207.70","1,209.30","1,213.50","1,201.10",117.72K,-0.08%
2014-12-03,"1,208.70","1,197.60","1,215.00","1,193.50",145.11K,0.78%
2014-12-02,"1,199.40","1,212.60","1,212.60","1,191.40",169.35K,-1.54%
2014-12-01,"1,218.10","1,159.40","1,221.00","1,141.70",342.31K,3.62%
2014-11-28,"1,175.50","1,197.80","1,199.30","1,163.90",254.47K,0.00%
2014-11-26,"1,175.50","1,197.80","1,199.30","1,163.90",254.47K,-1.84%
2014-11-26,"1,197.50","1,201.60","1,201.60","1,194.60",121.78K,0.00%
2014-11-25,"1,197.50","1,198.30","1,202.80","1,189.90",1.00K,0.11%
2014-11-24,"1,196.20","1,201.40","1,203.50","1,193.20",0.51K,-0.15%
2014-11-21,"1,198.00","1,193.30","1,207.00","1,188.00",0.46K,0.58%
2014-11-20,"1,191.10","1,181.80","1,196.20","1,178.40",0.49K,-0.26%
2014-11-19,"1,194.20","1,194.70","1,201.20","1,175.00",0.92K,-0.27%
2014-11-18,"1,197.40","1,185.20","1,204.20","1,185.20",0.37K,1.15%
2014-11-16,"1,183.80","1,182.80","1,192.80","1,181.80",0.32K,-0.18%
2014-11-14,"1,185.90","1,160.10","1,193.10","1,148.30",0.71K,2.07%
2014-11-13,"1,161.90","1,160.90","1,167.20","1,153.90",0.20K,0.21%
2014-11-12,"1,159.50","1,162.60","1,165.20","1,157.40",0.13K,-0.34%
2014-11-11,"1,163.50","1,152.30","1,172.00","1,149.30",0.11K,0.28%
2014-11-10,"1,160.20","1,177.90","1,178.00","1,147.50",0.15K,-0.85%
2014-11-06,"1,170.20","1,140.90","1,175.00","1,133.60",0.08K,2.39%
2014-11-06,"1,142.90","1,143.20","1,146.80","1,139.00",0.03K,-0.28%
2014-11-05,"1,146.10","1,169.20","1,169.20","1,138.80",0.09K,-1.88%
2014-11-04,"1,168.10","1,165.50","1,171.20","1,164.10",0.07K,-0.18%
2014-11-03,"1,170.20","1,168.80","1,173.00","1,166.80",0.03K,-0.15%
2014-10-31,"1,172.00","1,171.90","1,174.90","1,163.20",0.02K,-2.25%
2014-10-30,"1,199.00","1,199.00","1,199.00","1,199.00",210.42K,-2.11%
2014-10-29,"1,224.90","1,227.80","1,230.40","1,208.20",131.45K,-0.37%
2014-10-28,"1,229.40","1,225.80","1,235.50","1,222.20",124.20K,0.01%
2014-10-26,"1,229.30","1,230.60","1,232.10","1,225.20",86.31K,-0.20%
2014-10-24,"1,231.80","1,233.50","1,234.70","1,228.70",93.37K,0.22%
2014-10-23,"1,229.10","1,241.70","1,244.90","1,226.30",140.07K,-1.32%
2014-10-22,"1,245.50","1,248.90","1,250.20","1,240.70",113.41K,-0.50%
2014-10-21,"1,251.70","1,246.80","1,255.60","1,245.70",151.08K,0.56%
2014-10-20,"1,244.70","1,239.10","1,249.30","1,234.90",96.27K,0.46%
2014-10-16,"1,239.00","1,239.50","1,242.10","1,232.00",117.55K,-0.18%
2014-10-16,"1,241.20","1,242.20","1,245.60","1,235.20",180.59K,-0.29%
2014-10-15,"1,244.80","1,233.30","1,250.30","1,222.00",258.10K,0.85%
